voter_name,affiliation,forward,forward_2,center,guard,guard_2,forward_3,forward_4,center_2,guard_3,guard_4,forward_5,forward_6,center_3,guard_5,guard_6,year,award
Jeff Zillgitt,USA Today,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","Griffin, Blake (DET)","Embiid, Joel (PHI)","Irving, Kyrie (BOS)","Lillard, Damian (POR)","Leonard, Kawhi (TOR)","James, LeBron (LAL)","Vucevic, Nikola (ORL)","Westbrook, Russell (OKC)","Walker, Kemba (CHA)",2019,All-NBA
Joe Freeman,The Oregonian,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Lillard, Damian (POR)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","DeRozan, DeMar (SAS)",2019,All-NBA
Joe Vardon,The Athletic,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","George, Paul (OKC)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Irving, Kyrie (BOS)","Westbrook, Russell (OKC)","Griffin, Blake (DET)","Leonard, Kawhi (TOR)","Towns, Karl-Anthony (MIN)","Lillard, Damian (POR)","Beal, Bradley (WAS)",2019,All-NBA
John Schuhmann,NBA.com,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Harden, James (HOU)","George, Paul (OKC)","Griffin, Blake (DET)","Embiid, Joel (PHI)","Irving, Kyrie (BOS)","Lillard, Damian (POR)","James, LeBron (LAL)","Leonard, Kawhi (TOR)","Gobert, Rudy (UTA)","Walker, Kemba (CHA)","Westbrook, Russell (OKC)",2019,All-NBA
Jon Barry,ESPN,"Durant, Kevin (GSW)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","George, Paul (OKC)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Westbrook, Russell (OKC)","Lillard, Damian (POR)","James, LeBron (LAL)","Towns, Karl-Anthony (MIN)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Thompson, Klay (GSW)",2019,All-NBA
Josh Robbins,The Athletic,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","Griffin, Blake (DET)","James, LeBron (LAL)","Towns, Karl-Anthony (MIN)","Irving, Kyrie (BOS)","Russell, D'Angelo (BKN)",2019,All-NBA
Justin Termine,Sirius Radio,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","Griffin, Blake (DET)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","Harris, Tobias (PHI)","Aldridge, LaMarcus (SAS)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Walker, Kemba (CHA)",2019,All-NBA
K.C. Johnson,Chicago Tribune,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","George, Paul (OKC)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Irving, Kyrie (BOS)","Lillard, Damian (POR)","Griffin, Blake (DET)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Walker, Kemba (CHA)","Westbrook, Russell (OKC)",2019,All-NBA
Keith Pompey,Philadelphia Inqurier and Daily News,"Durant, Kevin (GSW)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","Leonard, Kawhi (TOR)","George, Paul (OKC)","Jokic, Nikola (DEN)","Walker, Kemba (CHA)","Lillard, Damian (POR)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Thompson, Klay (GSW)",2019,All-NBA
Kelly Iko,The Athletic,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","George, Paul (OKC)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","Griffin, Blake (DET)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Russell, D'Angelo (BKN)",2019,All-NBA
Kennegh Lau,BesTV,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","Gallinari, Danilo (LAC)","Doncic, Luka (DAL)","Drummond, Andre (DET)","Thompson, Klay (GSW)","Wade, Dwyane (MIA)","Bagley III, Marvin (SAC)","Siakam, Pascal (TOR)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Mitchell, Donovan (UTA)",2019,All-NBA
Kevin Arnovitz,ESPN,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Lillard, Damian (POR)","Durant, Kevin (GSW)","Griffin, Blake (DET)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Leonard, Kawhi (TOR)","Gobert, Rudy (UTA)","Conley, Mike (MEM)","Beal, Bradley (WAS)",2019,All-NBA
Kevin Harlan,Turner Sports,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","George, Paul (OKC)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","Griffin, Blake (DET)","James, LeBron (LAL)","Towns, Karl-Anthony (MIN)","Irving, Kyrie (BOS)","Thompson, Klay (GSW)",2019,All-NBA
Kevin O'Connor,The Ringer,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Leonard, Kawhi (TOR)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Beal, Bradley (WAS)",2019,All-NBA
Kevin Pelton,ESPN,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","James, LeBron (LAL)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","Leonard, Kawhi (TOR)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Holiday, Jrue (NOP)",2019,All-NBA
Kristen Ledlow,Turner Sports,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Beal, Bradley (WAS)",2019,All-NBA
Kurt Helin,NBCSports.com,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Walker, Kemba (CHA)",2019,All-NBA
Lisa Hsu,Tencent,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Walker, Kemba (CHA)",2019,All-NBA
Marc Kestecher,ESPN,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","George, Paul (OKC)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","Griffin, Blake (DET)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Irving, Kyrie (BOS)",2019,All-NBA
Mark Jackson,ESPN,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","James, LeBron (LAL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","Griffin, Blake (DET)","Leonard, Kawhi (TOR)","Aldridge, LaMarcus (SAS)","Thompson, Klay (GSW)","Irving, Kyrie (BOS)",2019,All-NBA
Mark Jones,ESPN,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","Leonard, Kawhi (TOR)","Griffin, Blake (DET)","Aldridge, LaMarcus (SAS)","Walker, Kemba (CHA)","Irving, Kyrie (BOS)",2019,All-NBA
Marv Albert,Turner Sports,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","George, Paul (OKC)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Thompson, Klay (GSW)",2019,All-NBA
Massimo Lopes Pegna,La Gazzetta dello Sport,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Leonard, Kawhi (TOR)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","James, LeBron (LAL)","Gallinari, Danilo (LAC)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Simmons, Ben (PHI)",2019,All-NBA
Matt Velazquez,Milwaukee Journal Sentinel,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Walker, Kemba (CHA)",2019,All-NBA
Matt Winer,Turner Sports,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","George, Paul (OKC)","Griffin, Blake (DET)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","Leonard, Kawhi (TOR)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Walker, Kemba (CHA)",2019,All-NBA
Maxime Malet,L'Equipe,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Westbrook, Russell (OKC)","Lillard, Damian (POR)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Walker, Kemba (CHA)","Irving, Kyrie (BOS)",2019,All-NBA
Michael Grange,Rogers Sportsnet,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Lillard, Damian (POR)","Leonard, Kawhi (TOR)","Durant, Kevin (GSW)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Curry, Stephen (GSW)","Gallinari, Danilo (LAC)","Siakam, Pascal (TOR)","Embiid, Joel (PHI)","Beal, Bradley (WAS)","Westbrook, Russell (OKC)",2019,All-NBA
Michael Wilbon,ESPN,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Walker, Kemba (CHA)",2019,All-NBA
Michelle Beadle,ESPN,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Leonard, Kawhi (TOR)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","Griffin, Blake (DET)","Harris, Tobias (PHI)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Gordon, Eric (HOU)",2019,All-NBA
Mike Breen,ESPN,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Thompson, Klay (GSW)",2019,All-NBA
Mike Singer,Denver Post,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Griffin, Blake (DET)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Leonard, Kawhi (TOR)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Beal, Bradley (WAS)",2019,All-NBA
Mirjam Swanson,Southern California News Group,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","James, LeBron (LAL)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","Leonard, Kawhi (TOR)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Irving, Kyrie (BOS)",2019,All-NBA
Nira Khurana,Perform,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Lillard, Damian (POR)","Griffin, Blake (DET)","James, LeBron (LAL)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Walker, Kemba (CHA)",2019,All-NBA
Olgun Uluc,Fox Sports Australia,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Harden, James (HOU)","James, LeBron (LAL)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Lillard, Damian (POR)","Leonard, Kawhi (TOR)","Griffin, Blake (DET)","Vucevic, Nikola (ORL)","Irving, Kyrie (BOS)","Simmons, Ben (PHI)",2019,All-NBA
Paul Flannery,SB Nation,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","Griffin, Blake (DET)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Walker, Kemba (CHA)","Westbrook, Russell (OKC)",2019,All-NBA
Rachel Nichols,ESPN,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Beal, Bradley (WAS)",2019,All-NBA
Ramona Shelburne,ESPN,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","George, Paul (OKC)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","Leonard, Kawhi (TOR)","Griffin, Blake (DET)","Towns, Karl-Anthony (MIN)","Thompson, Klay (GSW)","Beal, Bradley (WAS)",2019,All-NBA
Reggie Miller,Turner Sports,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","George, Paul (OKC)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","James, LeBron (LAL)","Griffin, Blake (DET)","Towns, Karl-Anthony (MIN)","Beal, Bradley (WAS)","Walker, Kemba (CHA)",2019,All-NBA
Reid Forgrave,CBSSports.com,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Thompson, Klay (GSW)",2019,All-NBA
Ric Bucher,Bleacher Report,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Griffin, Blake (DET)","Jokic, Nikola (DEN)","Irving, Kyrie (BOS)","Lillard, Damian (POR)","James, LeBron (LAL)","Leonard, Kawhi (TOR)","Towns, Karl-Anthony (MIN)","Westbrook, Russell (OKC)","Thompson, Klay (GSW)",2019,All-NBA
Richard Walker,Gaston Gazette,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","Leonard, Kawhi (TOR)","Durant, Kevin (GSW)","Jokic, Nikola (DEN)","Westbrook, Russell (OKC)","Lillard, Damian (POR)","Griffin, Blake (DET)","Sabonis, Domantas (IND)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Walker, Kemba (CHA)",2019,All-NBA
Rob Mahoney,Sports Illustrated,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","Griffin, Blake (DET)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Conley, Mike (MEM)",2019,All-NBA
Rod Beard,Detroit News,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Griffin, Blake (DET)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Irving, Kyrie (BOS)","Lillard, Damian (POR)","Leonard, Kawhi (TOR)","James, LeBron (LAL)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Westbrook, Russell (OKC)",2019,All-NBA
Rosalyn Gold‐Onwude,Turner,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Simmons, Ben (PHI)",2019,All-NBA
Royce Young,ESPN,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","Griffin, Blake (DET)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Leonard, Kawhi (TOR)","Towns, Karl-Anthony (MIN)","Beal, Bradley (WAS)","Westbrook, Russell (OKC)",2019,All-NBA
Ryan Wolstat,Toronto Sun,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Walker, Kemba (CHA)",2019,All-NBA
Sam Amick,The Athletic,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Leonard, Kawhi (TOR)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Irving, Kyrie (BOS)",2019,All-NBA
Scott Agness,The Athletic,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Curry, Stephen (GSW)","Harden, James (HOU)","Leonard, Kawhi (TOR)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Westbrook, Russell (OKC)","Thompson, Klay (GSW)",2019,All-NBA
Sean Deveney,The Sporting News,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Griffin, Blake (DET)","Embiid, Joel (PHI)","Irving, Kyrie (BOS)","Walker, Kemba (CHA)","James, LeBron (LAL)","Leonard, Kawhi (TOR)","Vucevic, Nikola (ORL)","Beal, Bradley (WAS)","Lillard, Damian (POR)",2019,All-NBA
Sekou Smith,NBA.com,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Walker, Kemba (CHA)",2019,All-NBA
Stefan Bondy,New York Daily News,"Durant, Kevin (GSW)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Harden, James (HOU)","Lillard, Damian (POR)","George, Paul (OKC)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Irving, Kyrie (BOS)","Griffin, Blake (DET)","James, LeBron (LAL)","Gobert, Rudy (UTA)","DeRozan, DeMar (SAS)","Mitchell, Donovan (UTA)",2019,All-NBA
Steve Aschburner,NBA.com,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Aldridge, LaMarcus (SAS)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Westbrook, Russell (OKC)","Leonard, Kawhi (TOR)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Walker, Kemba (CHA)",2019,All-NBA
Steve Smith,Turner Sports,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Lillard, Damian (POR)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Westbrook, Russell (OKC)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Walker, Kemba (CHA)",2019,All-NBA
Tim Bontemps,ESPN,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Embiid, Joel (PHI)","Curry, Stephen (GSW)","Harden, James (HOU)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Jokic, Nikola (DEN)","Beal, Bradley (WAS)","Thompson, Klay (GSW)",2019,All-NBA
Tim MacMahon,ESPN,"Antetokounmpo, Giannis (MIL)","George, Paul (OKC)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","James, LeBron (LAL)","Griffin, Blake (DET)","Gobert, Rudy (UTA)","Walker, Kemba (CHA)","Westbrook, Russell (OKC)",2019,All-NBA
Tim Reynolds,Associated Press,"George, Paul (OKC)","Antetokounmpo, Giannis (MIL)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","Durant, Kevin (GSW)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Westbrook, Russell (OKC)","Lillard, Damian (POR)","James, LeBron (LAL)","Towns, Karl-Anthony (MIN)","Gobert, Rudy (UTA)","Irving, Kyrie (BOS)","Thompson, Klay (GSW)",2019,All-NBA
Vince Goodwill,Yahoo!,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Jokic, Nikola (DEN)","Harden, James (HOU)","Curry, Stephen (GSW)","George, Paul (OKC)","Leonard, Kawhi (TOR)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Irving, Kyrie (BOS)","Griffin, Blake (DET)","James, LeBron (LAL)","Towns, Karl-Anthony (MIN)","Beal, Bradley (WAS)","Walker, Kemba (CHA)",2019,All-NBA
Weiping Zhang,CCTV,"Antetokounmpo, Giannis (MIL)","Durant, Kevin (GSW)","Embiid, Joel (PHI)","Harden, James (HOU)","Curry, Stephen (GSW)","Leonard, Kawhi (TOR)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Westbrook, Russell (OKC)","Lillard, Damian (POR)","George, Paul (OKC)","Griffin, Blake (DET)","Towns, Karl-Anthony (MIN)","Irving, Kyrie (BOS)","Walker, Kemba (CHA)",2019,All-NBA
